"

							Генпрокуратура внесла представление в ЖК о даче согласия на привлечение депутата Абирова к уголовной ответственности						
"
"

							На Иссык-Куле милиционеры нашли в доме 57-летнего мужчины свыше 15 килограммов марихуаны						
"
"

							Часть улицы Панфилова временно закрыли						
"
"

							С октябрьских событий в Бишкеке сменилось восемь мэров. Депутаты вновь предлагают установить прямые выборы градоначальника						
"
"

							МИД вновь рекомендует кыргызстанцам временно воздержаться от любых поездок в Таджикистан						
"
"

							Задержан бывший глава дирекции по управлению Фондом развития Иссык-Кульской области						
"
"

							Садыр Жапаров поручил МВД усилить контроль за деятельностью сотрудников ГУОБДД						
"
"

							Пожар в Аксыйской больнице. Ночью благополучно родили три женщины, которых перевели в другое медучреждение						
"
"

							Омбудсмен Атыр Абдрахматова призвала СИН улучшить условия содержания экс-депутата Асии Сасыкбаевой						
"
"

							ГКНБ задержал бывших заместителей председателя и членов правления Нацбанка						
"
"

							Экспертное мнение: Абиров представляет институт парламента и не зависит от президента						
"
"

							Депутат Жаныбек Абиров попросил извинения за свой поступок						
"
"

							Мест нет. Тысяча людей собралась в Novotel на премьеру мирового книжного бестселлера «Почему одни страны богатые, а другие бедные?» на кыргызском языке						
"
"

							«Верю, что народ простит своего сына!» Депутат Фарходбек Алимжанов заступился за своего коллегу Абирова						
"
"

							Мэрия Бишкека: Заработную плату работникам выплачивали законно						
"
"

							Вблизи Бишкека произошло ДТП со смертельным исходом. За рулем находилась 16-летняя девушка						
"
"

							Если вместо продавца в магазине будет работать другой, его оштрафуют? В налоговой дали разъяснение						
"
"

							Внимание! Закрыт отрезок улицы Исанова от Токтогула до Московской						
"
"

							Драка с депутатом Абировым. Задержали двух подозреваемых						
"
"

							Тяжелейшую операцию провели хирурги Ошской областной детской больницы						
"
"

							Источники Vesti.kg: Зиядин Жамалдинов уходит с поста полпреда президента в Ошской области						
"
"

							Сотрудники мэрии незаконно получили завышенную зарплату на сумму 781 млн сомов						
"
"

							Каныбек Иманалиев встретился с кинорежиссером Русланом Акуном  						
"
"

							Завтра в жилмассиве «Арча-Бешик» не будет света						
"
"

							Комитет ЖК одобрил законопроект о внесении изменений в Налоговый кодекс						
"
"

							Супруга Тенгиза Болтурука объявила голодовку						
"
"

							Перевод поштучного акцизнога налога для электронных сигарет на килограммы. Акылбек Тумонбаев отозвал свой законопроект						
"
"

							В Токмоке 13-летняя девочка родила от насильника-соседа. Суд длится четыре года						
"
"

							Акылбек Тумонбаев: Дастан Бекешев стал Вангой? (видео)						
"
"

							Два золота и одно серебро завоевали кыргызстанские легкоатлеты на марафоне в Ташкенте						
"
